track,domain,system_id,rag_method,embedding_model,reranker_model,generator_model,judge_model,questions,answer_correctness,gold_answer_correctness,evidence_recall,context_precision,citation_validity,judge_human_agreement_proxy,judge_false_accept_risk,judge_false_reject_risk,query_wall_time_ms,query_wall_time_p50_ms,query_wall_time_p95_ms,generator_wall_time_ms,generator_wall_time_p95_ms,judge_wall_time_ms,judge_wall_time_p95_ms,index_wall_time_ms,retrieved_token_count,generator_input_tokens,generator_output_tokens,judge_input_tokens,judge_estimated_cost,estimated_cost,failure_rate
end-to-end,finance,bm25,bm25,none,none,balanced-oss-llm,citation-strict-judge-proxy,19,0.3684210526315789,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.83,0.03,0.14,0.019997843896578018,0.018166989320889115,0.02910869516199453,32.47182678928491,32.696849701154974,52.642947368421055,52.9264,0.14729199756402522,62.21052631578947,71.0,5.421052631578948,80.36842105263158,3.616578947368421e-05,6.543263157894736e-05,0.631578947368421
end-to-end,finance,bm25,bm25,none,none,balanced-oss-llm,exact-match-gold,19,0.42105263157894735,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.92,0.02,0.1,0.019997843896578018,0.018166989320889115,0.02910869516199453,32.47182678928491,32.696849701154974,0.0,0.0,0.14729199756402522,62.21052631578947,71.0,5.421052631578948,80.36842105263158,0.0,2.9266842105263157e-05,0.5789473684210527
end-to-end,finance,bm25,bm25,none,none,balanced-oss-llm,llm-judge-balanced-proxy,19,0.3684210526315789,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.86,0.08,0.06,0.019997843896578018,0.018166989320889115,0.02910869516199453,32.47182678928491,32.696849701154974,40.48221052631579,40.6948,0.14729199756402522,62.21052631578947,71.0,5.421052631578948,80.36842105263158,2.8128947368421052e-05,5.739578947368421e-05,0.631578947368421
end-to-end,finance,bm25,bm25,none,none,extractive-strict,citation-strict-judge-proxy,19,0.3684210526315789,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.83,0.03,0.14,0.019997843896578018,0.018166989320889115,0.02910869516199453,18.318359735457765,18.45993810397228,52.641263157894734,52.9048,0.14729199756402522,62.21052631578947,71.0,5.2105263157894735,80.15789473684211,3.6071052631578946e-05,5.297736842105263e-05,0.631578947368421
end-to-end,finance,bm25,bm25,none,none,extractive-strict,exact-match-gold,19,0.42105263157894735,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.92,0.02,0.1,0.019997843896578018,0.018166989320889115,0.02910869516199453,18.318359735457765,18.45993810397228,0.0,0.0,0.14729199756402522,62.21052631578947,71.0,5.2105263157894735,80.15789473684211,0.0,1.6906315789473683e-05,0.5789473684210527
end-to-end,finance,bm25,bm25,none,none,extractive-strict,llm-judge-balanced-proxy,19,0.3684210526315789,0.42105263157894735,0.631578947368421,0.17543859649122806,0.42105263157894735,0.86,0.08,0.06,0.019997843896578018,0.018166989320889115,0.02910869516199453,18.318359735457765,18.45993810397228,40.480947368421056,40.678599999999996,0.14729199756402522,62.21052631578947,71.0,5.2105263157894735,80.15789473684211,2.8055263157894735e-05,4.496157894736842e-05,0.631578947368421
end-to-end,finance,bm25,bm25,none,none,reasoning-oss-llm,citation-strict-judge-proxy,19,0.5263157894736842,0.5789473684210527,0.631578947368421,0.17543859649122806,0.5789473684210527,0.83,0.03,0.14,0.019997843896578018,0.018166989320889115,0.02910869516199453,58.77395826489493,59.1201291991137,52.64042105263158,52.9048,0.14729199756402522,62.21052631578947,71.0,5.105263157894737,80.05263157894737,3.6023684210526314e-05,8.131157894736842e-05,0.47368421052631576
end-to-end,finance,bm25,bm25,none,none,reasoning-oss-llm,exact-match-gold,19,0.5789473684210527,0.5789473684210527,0.631578947368421,0.17543859649122806,0.5789473684210527,0.92,0.02,0.1,0.019997843896578018,0.018166989320889115,0.02910869516199453,58.77395826489493,59.1201291991137,0.0,0.0,0.14729199756402522,62.21052631578947,71.0,5.105263157894737,80.05263157894737,0.0,4.528789473684211e-05,0.42105263157894735
end-to-end,finance,bm25,bm25,none,none,reasoning-oss-llm,llm-judge-balanced-proxy,19,0.5263157894736842,0.5789473684210527,0.631578947368421,0.17543859649122806,0.5789473684210527,0.86,0.08,0.06,0.019997843896578018,0.018166989320889115,0.02910869516199453,58.77395826489493,59.1201291991137,40.480315789473686,40.678599999999996,0.14729199756402522,62.21052631578947,71.0,5.105263157894737,80.05263157894737,2.8018421052631578e-05,7.330631578947369e-05,0.47368421052631576
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,balanced-oss-llm,citation-strict-judge-proxy,19,0.6842105263157895,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.83,0.03,0.14,0.042782790842466056,0.04162501136306673,0.047483001253567636,32.50692094796911,32.68011250701798,52.68757894736842,52.9048,0.39033299253787845,68.84210526315789,77.63157894736842,4.368421052631579,85.94736842105263,3.8676315789473686e-05,6.975157894736842e-05,0.3157894736842105
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,balanced-oss-llm,exact-match-gold,19,0.7368421052631579,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.92,0.02,0.1,0.042782790842466056,0.04162501136306673,0.047483001253567636,32.50692094796911,32.68011250701798,0.0,0.0,0.39033299253787845,68.84210526315789,77.63157894736842,4.368421052631579,85.94736842105263,0.0,3.107526315789474e-05,0.2631578947368421
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,balanced-oss-llm,llm-judge-balanced-proxy,19,0.6842105263157895,0.7368421052631579,1.0,0.2894736842105263,0.7368421052631579,0.86,0.08,0.06,0.042782790842466056,0.04162501136306673,0.047483001253567636,32.50692094796911,32.68011250701798,40.51568421052632,40.678599999999996,0.39033299253787845,68.84210526315789,77.63157894736842,4.368421052631579,85.94736842105263,3.008157894736842e-05,6.115684210526316e-05,0.3157894736842105
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,extractive-strict,citation-strict-judge-proxy,19,0.5789473684210527,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.83,0.03,0.14,0.042782790842466056,0.04162501136306673,0.047483001253567636,18.343609628703103,18.448229201533458,52.68842105263158,52.9048,0.39033299253787845,68.84210526315789,77.63157894736842,4.473684210526316,86.05263157894737,3.872368421052632e-05,5.688578947368421e-05,0.42105263157894735
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,extractive-strict,exact-match-gold,19,0.631578947368421,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.92,0.02,0.1,0.042782790842466056,0.04162501136306673,0.047483001253567636,18.343609628703103,18.448229201533458,0.0,0.0,0.39033299253787845,68.84210526315789,77.63157894736842,4.473684210526316,86.05263157894737,0.0,1.8162105263157894e-05,0.3684210526315789
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,extractive-strict,llm-judge-balanced-proxy,19,0.5789473684210527,0.631578947368421,1.0,0.2894736842105263,0.631578947368421,0.86,0.08,0.06,0.042782790842466056,0.04162501136306673,0.047483001253567636,18.343609628703103,18.448229201533458,40.51631578947369,40.678599999999996,0.39033299253787845,68.84210526315789,77.63157894736842,4.473684210526316,86.05263157894737,3.011842105263158e-05,4.828052631578947e-05,0.42105263157894735
end-to-end,finance,dense-vector,dense-vector,bge-m3-proxy,none,reasoning-oss-llm,citation-strict-judge-proxy,19,0.8421052631578947,0.8947368421052632,1.0,0.2894736842105263,0.8947368421052632,0.83,0.03,0.14,0.042782790842466056,0.04162501136306673,0.047483001253567636,58.83142110390344,59.09424549690355,52.68505263157895,52.9048,0.39033299253787845,68.84210526315789,77.63157894736842,4.052631578947368,85.63157894736842,3.853421052631579e-05,8.653578947368422e-05,0.15789473684210525
